START	END	STRAND	Lelandais log2 chip-seq 2
120079	116762	-	0.3344190390705593
123471	121015	-	-0.5190282305363798
125068	124304	-	0.9391748073039565
125516	125893	+	1.1750867065580914
126136	127767	+	0.9391748073039565
131725	133596	+	0.0
135475	134033	-	0.8155754288625726
136534	136462	-	1.1754420064098783
138878	136707	-	1.9112557881699204
139239	139131	-	1.7619696002961005
141711	139522	-	0.7341885094956326
146819	142623	-	0.7481277004535062
149905	150570	+	0.9411063109464315
152334	151321	-	0.6445193454016112
153593	154864	+	0.6445193454016112
156044	158317	+	-0.2995602818589078
159133	158675	-	0.5109619192773794
159685	162543	+	0.6082322800440033
163679	163020	-	0.10030490579568548
163924	164445	+	1.3716307117636444
165544	164750	-	0.29304697490023335
167058	166126	-	1.136462242549272
168297	167401	-	0.4319508822151903
170629	168842	-	0.7729310914540788
171213	171965	+	0.8479969065549501
172820	174229	+	0.8048696586680097
176967	174544	-	1.5932301167047567
178790	177696	-	6.415718556109713
180414	179470	-	0.38261602158646646
181178	182980	+	0.38261602158646646
183385	185772	+	0.20645087746742624
186169	186711	+	-0.13515958328163583
188118	187276	-	0.5305147166987798
188438	189094	+	0.5956097449206647
190858	189377	-	0.6003925412907621
192624	191278	-	0.4271103315794189
193596	193057	-	0.46450617554314366
194261	194989	+	0.46450617554314366
196375	195254	-	-0.1485225247100881
199689	197149	-	0.021216485909695854
201002	204673	+	0.5849625007211562
205206	211595	+	0.1724671960047656
212117	212764	+	1.8359618416346017
213561	216011	+	0.7884958948062882
218767	216080	-	2.142957953842043
219170	219267	+	1.420491929370952
220955	219504	-	-0.7491918964994656
221723	222163	+	0.7004397181410922
224904	222382	-	-1.0598714559773985
225965	225354	-	0.6780719051126378
226190	226299	+	-1.0598714559773985
226725	227762	+	-0.43538614467064624
228030	228725	+	0.3332434081151965
232065	229207	-	0.7404800783424429
233357	233429	+	-0.05929718368377224
234061	236418	+	0.8907709302452417
238476	236632	-	0.019899557437704798
240391	239243	-	-1.6938968722743204
240801	243302	+	-1.6938968722743204
243506	243725	+	0.27563444261342734
245120	247618	+	1.0116818050476353
248281	250173	+	0.27443916910604316
251143	251790	+	0.20401389202159323
252513	253526	+	0.7023194513593151
255232	253736	-	-0.17263938613934843
256597	258162	+	-0.17263938613934843
259341	258826	-	0.7715228162025746
259987	260601	+	0.882816460629661
261361	265989	+	1.6012643130502568
270113	266337	-	0.1138198995571619
271382	270750	-	0.5269303793497411
271798	274317	+	0.1138198995571619
275234	274470	-	0.5439352324611013
276567	275536	-	0.6383257263198812
277229	277975	+	0.4646682670034442
279228	278122	-	0.9875090558168031
280659	279526	-	1.0892673380970872
281010	283517	+	0.9711451373278148
284659	285156	+	0.8496657269155684
285672	285860	+	1.7407571733285803
286337	288244	+	-0.0
288415	288496	+	1.243173983472951
289923	293480	+	1.3827197790061154
295783	298569	+	1.183599938339389
301140	298906	-	1.5910370151308406
303110	301650	-	1.6412066113607753
303962	303484	-	0.8204505796692875
304124	306067	+	1.5248415082835853
306549	307736	+	1.0386804681640598
310826	307854	-	1.4899659867854091
311261	312862	+	0.5898119003825519
314030	313074	-	1.2313255461064558
314696	316759	+	0.47643804394298706
320034	316924	-	1.3219280948873624
321432	321019	-	1.1668973087447445
325801	321809	-	0.5690209568521347
326515	326964	+	0.4405725913859815
330736	327599	-	-0.7792313211432161
333100	331850	-	1.5225659635832889
333459	333388	-	1.6713772525386292
335097	333955	-	0.4405725913859815
338610	336157	-	0.18396283484259487
340113	339175	-	0.44745897697122117
343438	340640	-	0.5849625007211562
343997	344335	+	1.0931094043914815
345084	346856	+	0.45198863545173534
347695	347237	-	0.5661034734698404
350325	348058	-	0.09192248944103937
350747	352244	+	1.0170735133589415
354565	352409	-	1.1243281350022019
356059	354791	-	1.0832555036493523
356462	357349	+	0.573991382900153
359086	357731	-	0.623436648535792
361665	359839	-	-0.6724253419714956
364057	362972	-	-0.0635651287774662
365954	364329	-	0.832648942221514
366503	368752	+	0.832648942221514
370358	368904	-	1.5479682932389547
371978	370647	-	-0.05603403491432787
372239	373561	+	0.7946810920224935
374983	373691	-	0.8328900141647417
375906	377477	+	0.8328900141647417
380088	377962	-	1.0677446066358343
380625	382202	+	1.4694852833012202
385737	382447	-	0.4413716470923063
386224	390591	+	0.8881071199291027
390873	392219	+	0.16635838642212006
393825	392293	-	-0.6003925412907624
406151	407998	+	-0.9818526532897405
409504	409770	+	-1.0565835283663674
410151	410486	+	-0.09575898280543069
412378	411161	-	1.4278615396364276
417993	418265	+	0.6763028122595821
419473	420393	+	-0.8275328039952345
421952	421104	-	0.5589672921882118
423727	422678	-	2.2679001610056098
424682	425569	+	2.2679001610056098
426122	430573	+	2.2688167584278
430854	432839	+	0.5794243171797262
435769	432980	-	0.8106226358915152
436654	437451	+	0.8106226358915152
440642	437622	-	1.1108067858859345
441860	441222	-	1.075050705261261
442206	443942	+	1.1108067858859345
445495	446151	+	-1.031708859727338
447148	446420	-	0.2279519466783486
449923	451815	+	0.7074465072461513
453943	453083	-	-0.2854022188622484
456591	456866	+	3.1305315631422252
459464	460825	+	0.043721377429317775
462667	461459	-	0.12755004972051084
463702	467637	+	0.12755004972051084
468795	468280	-	0.34880380087875695
471395	470517	-	1.9977718991078828
471723	471651	-	1.620367836852355
472760	473878	+	0.31917748387132766
475180	477294	+	-0.047305714778356635
478256	479584	+	-0.7618402628052355
481514	479691	-	-1.067744606635834
482592	484547	+	-1.067744606635834
486685	485300	-	0.4023710874426833
487684	488292	+	0.4023710874426833
490582	488804	-	-0.16992500144231246
491732	493813	+	-0.16992500144231246
495596	498295	+	0.3965174113080459
501180	499132	-	1.3519853287435424
503890	506208	+	0.6740136885382843
506566	507027	+	0.4604804700400108
509004	507217	-	-1.1502426355806126
511708	509393	-	-4.741466986401147
512930	512367	-	0.6147098441152082
513288	514169	+	0.5742360941280977
515221	514361	-	0.6966078565500652
516481	517278	+	0.6966078565500652
519640	521724	+	1.7792313211432162
523941	524624	+	0.5106151592610748
525230	527617	+	-0.2895066171949848
529534	527696	-	0.5230347515779544
530626	529892	-	0.5542002469504692
531330	530902	-	-0.30910405452977874
532601	531690	-	0.5517956367859568
534334	533759	-	-0.47643804394298717
535673	535530	-	2.114623299051775
536374	536171	-	0.19555080911780698
540165	537631	-	0.15935575973212515
541830	543635	+	0.8479969065549501
547162	544091	-	-0.0485801804450616
550430	547875	-	0.36642755505422225
551648	550656	-	0.2801079191927352
551974	553005	+	1.0255350921071376
553542	553078	-	1.2030918653775118
553902	555365	+	1.42449782852791
555646	557055	+	-1.4563782946597434
558329	557208	-	-0.532873989572702
558599	559318	+	0.5094723011368928
559705	561705	+	0.12553088208385882
562262	564094	+	0.09953567355091437
565296	564202	-	-0.34444553144879
565824	567197	+	0.49595749466241135
569354	567360	-	0.46798637922780284
570280	572649	+	0.46798637922780284
573128	574174	+	1.1985456793820801
575037	574414	-	0.1639757351111261
576965	575499	-	0.6828098241193009
577895	579424	+	-0.253756592245783
584380	579968	-	1.0062051495267081
586189	584882	-	-0.5746941652673292
586441	586881	+	0.22677086184702228
587703	587212	-	-0.3306453119884713
588828	590966	+	-0.3306453119884713
591411	592799	+	0.3114610958362938
594461	593145	-	0.2801079191927352
595030	595545	+	0.8073549220576041
597353	595752	-	0.3528810232162743
600612	598819	-	1.446401670188179
602150	601431	-	0.9902189792074145
603519	602686	-	1.2169585352858199
605073	604063	-	0.597240830499593
610507	610614	+	1.264157562792731
610882	611406	+	1.5330847301755193
612466	611537	-	1.24925902718913
613189	616296	+	-0.38702312310924736
616515	616444	-	0.7150230412855293
618324	616975	-	0.9933053474259917
619632	618976	-	-0.4422223286050742
621027	620431	-	1.8700906774055668
621389	621292	-	2.5128708775987576
624419	621735	-	0.948469699359918
625184	627916	+	1.1375035237499351
630723	628054	-	1.0140751852117227
632391	631387	-	1.0076535725434352
634283	636190	+	2.2079719055902767
637000	637380	+	-0.04946867626429977
638397	637495	-	0.40254655509564696
638792	640732	+	1.1039509640389082
642221	640833	-	0.08539149123064468
644835	642553	-	0.7189798486928436
645359	646099	+	0.3379964635150159
646495	648012	+	0.46428101829869295
648302	649711	+	1.3671168686536177
649866	649758	-	0.33560303178443884
650449	653040	+	0.33560303178443884
654562	653273	-	-0.9719856238304035
654908	656134	+	0.5305147166987798
657539	656199	-	0.39665896996398914
658627	658346	-	0.328325866085513
659539	658958	-	0.4694852833012202
660254	660766	+	0.328325866085513
661325	663730	+	0.4694852833012202
664771	664103	-	0.8552649070189893
665038	666156	+	1.6706923747470401
667348	666263	-	-0.29545588352617136
668161	671451	+	-0.29545588352617136
671942	673108	+	0.42809365210429023
674340	673222	-	0.2905901283543552
676192	675416	-	1.4681488357384063
678225	677473	-	0.21089678249861854
679960	683502	+	-0.9380722508567982
684500	683862	-	0.9810584363465397
684832	686724	+	-0.4759197414258661
687174	688631	+	0.5691606445982633
689331	691133	+	1.013546531837948
693255	691462	-	0.4350951516200974
694044	694805	+	-0.3774740863223605
697012	695417	-	0.0
697930	697508	-	0.9923868158901248
700669	698363	-	1.0
701085	703244	+	0.5899117166928896
705193	705086	-	1.3084897205625579
705576	707186	+	1.5979015564286545
709510	707309	-	0.719504624099984
712254	710050	-	0.632268215499513
714221	713250	-	0.5904795056887221
716735	714870	-	-0.8903755088255018
718650	717856	-	3.9977250533406083
720934	719330	-	0.9510903995190536
721308	722618	+	1.1036226310741575
724543	722699	-	0.18491771591778502
725320	724949	-	0.03715299841746614
727572	725722	-	0.08865761982039673
728029	728454	+	0.7260772780234699
730517	729306	-	3.566457031869083
732397	731456	-	-0.45317262816561493
734158	733271	-	1.1355875937991753
735575	734937	-	1.7047570132558707
739068	738412	-	1.0312961304895385
742456	741200	-	0.7031885821817817
742923	743678	+	0.5025003405291834
746755	744275	-	0.4900508536956894
750740	748281	-	-0.9549121104714617
752900	751794	-	0.8016712835540216
753761	755932	+	-0.0880561766651961
757782	755947	-	0.0766212816029124
759719	758205	-	0.9668331360648007
762423	760681	-	0.927649155775316
765742	762977	-	-0.6930222465786091
766285	768123	+	-0.019628806748932515
770804	768270	-	0.9811409727486842
774794	773115	-	0.8605969433345837
776659	779808	+	0.0
780825	780118	-	0.3870231231092473
781509	781219	-	1.021695071099319
784541	782229	-	0.4329594072761063
788613	785803	-	0.29956028185890793
791508	790810	-	-0.21572869105543707
795550	792575	-	0.18737013590172155
798397	796793	-	0.1825914132784729
799495	799902	+	0.1825914132784729
801886	800627	-	0.15200309344505006
805847	803610	-	0.37851162325372983
808005	806209	-	0.5145731728297582
808506	809087	+	0.717600269299275
813050	814027	+	0.30030528318756694
816544	814508	-	0.12737930647622742
821107	822540	+	0.4150374992788437
824330	823014	-	-0.0189831033675728
825860	827500	+	0.5771851501294369
828829	827705	-	2.2042450746261886
832404	829426	-	1.7335468839387418
832674	832602	-	2.031148698570664
835733	837322	+	1.5945485495503542
840016	837596	-	-0.17118665000622355
841134	840334	-	0.05444778402237651
842718	841456	-	-0.20393088548891095
845380	843128	-	0.24181791992409815
846289	848394	+	0.8024000401148393
849691	848954	-	0.15200309344505006
851652	850744	-	1.2967175320900826
853206	852168	-	1.1824159456255094
853037	852943	-	1.1824159456255094
853613	854824	+	1.1933438888259496
855132	855620	+	0.13263776857811893
857403	855805	-	-0.5493385909904348
857724	859997	+	0.26489714985098334
860500	862011	+	0.2857544823338775
863366	862179	-	0.7897822926096544
863663	864220	+	0.2350200296641973
864757	865707	+	0.7897822926096544
866333	866073	-	0.7272340561484327
867394	867789	+	0.7272340561484327
868002	869171	+	0.7272340561484327
869467	871308	+	0.8151603245464046
873849	876659	+	-0.33852460541805734
877760	876783	-	-0.8149681061674794
878120	878704	+	-0.20309186537751162
879028	878909	-	1.3654922903106534
879436	880137	+	1.8942905588288852
882215	880296	-	1.0191088229477048
883596	882851	-	0.27938239992127745
883964	885076	+	1.0191088229477048
886855	885518	-	0.7776075786635519
888804	891233	+	-0.0540398397128891
894761	897001	+	-3.584962500721156
898706	900598	+	3.648375206910141
902377	900830	-	-1.2360673582335244
904448	904239	-	-0.0350469470992008
904652	905410	+	0.4707469318651314
906258	905569	-	1.346277956303111
906883	908070	+	0.5025003405291834
910693	908186	-	-0.685891409571937
925942	926406	+	-5.426264754702098
3694	2726	-	-0.04532399050949031
5683	2726	-	0.2313255461064558
5683	4358	-	0.2313255461064558
14591	15892	+	0.3268103162671085
16581	17540	+	0.6147098441152082
18798	19724	+	0.7820949696558659
24861	20428	-	1.3944405946717302
26046	26912	+	1.3944405946717302
28918	27239	-	0.5849625007211562
30802	30536	-	1.7004397181410922
32751	33875	+	3.19068356160911
35606	34662	-	0.9000585621260934
35994	36869	+	0.10080064078749214
37404	39386	+	0.9000585621260934
40467	39655	-	0.009984088572622072
40916	44035	+	-0.20387233336565005
44599	46275	+	0.5315232417596958
46734	47276	+	0.4854268271702417
47727	48416	+	-0.09060254878090666
54405	48535	-	1.0061522269815952
58570	54617	-	0.42070624936553597
59768	60460	+	0.42070624936553597
60727	60839	+	0.8197920252958268
61223	62272	+	-0.2094533656289497
62853	62961	+	1.266992419402477
63258	64787	+	2.106389344591977
65561	64911	-	0.9117728169882648
65805	67127	+	0.687324218350834
69302	67419	-	0.6501607666289336
69713	70570	+	0.48269444938210626
70780	70852	+	1.817373677882595
71625	72122	+	2.3123420460581645
72451	74199	+	-0.0635651287774662
74216	74605	+	1.1671099858352583
75218	76279	+	0.7172697928252865
76655	76564	-	-1.6892991605358918
76849	76757	-	1.7036069972197754
77145	77040	-	1.7036069972197754
77743	77814	+	1.739183419416025
78457	80625	+	1.7036069972197754
84360	80770	-	0.22239242133644802
85007	85603	+	0.9776321869715456
88130	85791	-	0.47643804394298706
88989	89924	+	0.5686606883920557
90335	91672	+	1.7318038890504273
93468	99059	+	1.4983748157250656
99661	101289	+	0.8883546441710909
102146	102944	+	-0.26960705975728
104031	105599	+	0.2630344058337938
106218	105880	-	1.4288432988038744
110589	108004	-	-0.44513953106826293
112185	111298	-	0.773337983831168
112898	113554	+	0.6258347821366843
114614	113748	-	0.9153877722850587
117116	114924	-	1.1030934929641036
119281	120795	+	1.0343515047907772
121156	121967	+	0.6880559936852598
123227	122088	-	0.6584915361431214
125226	123910	-	-0.10604163741032457
129410	126180	-	0.25375659224578306
130059	132050	+	1.006986430316107
133878	132280	-	0.2906771609029227
134524	134928	+	0.739472449776781
135200	137158	+	0.2906771609029227
137568	138322	+	0.9317307239829715
139439	140488	+	0.915111102413487
143150	140652	-	1.1798210375848124
143832	143904	+	-0.23132554610645564
144810	144151	-	0.8940665552509349
146521	145796	-	0.21631790692676364
148561	146813	-	0.02885486267218499
151056	149686	-	0.5272470028648688
152392	151262	-	1.608312987998537
152679	152606	-	0.9717109555685765
154107	152854	-	0.5951582678270447
154400	155029	+	0.9546760094905098
156390	155248	-	1.0731347046302153
157053	157985	+	0.1712714271498289
158546	161113	+	0.2056750263915143
161572	165651	+	0.8117333625681784
166908	166048	-	1.4874459948068937
167536	168060	+	1.3436231659866815
168670	168200	-	1.3188221840195409
169364	168942	-	0.9921378822270295
169566	170054	+	1.3188221840195409
170682	172508	+	0.9921378822270295
172830	173891	+	1.3398500028846247
175246	174230	-	0.7104933828050153
177251	175635	-	0.6092100469678334
179001	177532	-	1.0764981374740437
179215	179649	+	1.4854268271702418
179911	180930	+	1.0764981374740437
182291	181467	-	1.5106897383425304
182970	184133	+	0.6037723504959145
184862	185956	+	1.2206447590501808
186276	187691	+	1.191141487352008
188047	189636	+	0.16438681790088228
192178	189698	-	0.7432245846378887
192990	193961	+	0.7432245846378887
194550	198014	+	0.44170544974092374
198652	198269	-	0.08130010210184822
200872	199088	-	1.0345986615239668
202024	201395	-	0.23088388223008766
202351	205524	+	1.0345986615239668
206627	205593	-	0.6818240399737453
207851	206880	-	-0.34444553144879
210882	208231	-	-0.8511366140855173
212288	214417	+	1.1357767790304667
215952	214837	-	1.509472301136893
218003	219796	+	1.6160850182169368
222110	220990	-	1.478047296804644
223375	228717	+	1.478047296804644
229958	228822	-	-0.2630344058337938
230231	230942	+	-0.039170597280677774
231428	235315	+	-0.2630344058337938
237393	235498	-	1.325240828928198
238931	240049	+	1.0922585078519886
242310	240244	-	-0.5037664178731754
243429	244400	+	-0.09432738254815315
245962	244496	-	0.046170181432925915
247531	246455	-	0.2909011992667378
248357	248839	+	0.27563444261342734
250560	249013	-	0.6797407254732561
252478	254559	+	1.1699250014423124
256262	254976	-	-0.6947079067044994
256580	258052	+	-0.29104878200339046
258452	259330	+	0.2509615735332188
261818	259569	-	0.4900508536956894
262926	263609	+	0.4900508536956894
264266	263943	-	1.4135585703529308
264133	264379	+	0.8559238223265789
265864	264566	-	-3.078002512001273
267967	267032	-	0.8144443468439234
270679	268985	-	0.0
272520	275276	+	0.14359085362884985
275527	275598	+	1.3219280948873624
276362	279937	+	1.8153625006589704
280230	281669	+	-0.4106323201588426
282299	283918	+	0.7269815055935841
284268	285728	+	0.0
286259	289576	+	-1.883485991273575
290448	289747	-	0.36612789879789753
290834	291757	+	0.48308288670194255
292181	292840	+	0.9224633995289797
295541	298726	+	0.18286405714981044
299668	299021	-	-0.3677317845004871
304933	300119	-	5.643856189774724
307805	305550	-	1.0473057147783569
310240	308963	-	-0.7749334443652268
312871	314814	+	1.0126000367796335
315470	318688	+	0.8479969065549501
319139	319699	+	1.4608411888919686
324252	319894	-	0.11756959638117617
325048	325698	+	0.7016587254302535
326988	325879	-	0.32483969030726567
330883	327833	-	2.582603227847234
335209	331868	-	-0.3304732040203711
335869	336387	+	0.35755200461808373
339247	337133	-	0.12156197988091325
342835	340079	-	1.264157562792731
343866	343363	-	0.3584539709124765
345689	345057	-	1.0108883161427362
346786	347866	+	1.0108883161427362
349430	348369	-	0.4150374992788437
351171	349789	-	0.9926204696344026
351476	352723	+	0.3948596173412136
353235	354011	+	1.2857544823338776
354696	354923	+	1.304854581528421
356929	355469	-	0.6185708933639757
359812	358028	-	1.5688428353578794
360146	361096	+	0.8618027060799806
361610	362464	+	1.5688428353578794
363008	364930	+	1.7849871090291498
365510	365402	-	1.8144443468439233
365892	366824	+	2.056955884812076
369952	367226	-	2.036173612553485
371550	370798	-	0.820676300555438
374599	372896	-	1.8860438107029145
375421	375924	+	1.755661687876111
378525	376258	-	0.20645087746742624
379229	378876	-	0.7083449162264384
379330	382389	+	0.9813843218326531
383068	385404	+	-0.5013977840820251
386889	385570	-	1.5367534076785363
388383	389924	+	1.5367534076785363
392405	390249	-	-0.6822597020760711
393879	396170	+	-0.43231549071067926
396935	396363	-	-0.049753035197099615
399084	397504	-	0.8073549220576041
400466	399519	-	1.3375008988078234
402047	400977	-	1.430891450479681
402954	402836	-	1.3183168413349833
403983	403020	-	1.0
406126	404144	-	0.22881869049588086
407211	407139	-	1.743110334387115
408152	408223	+	2.098684274859407
408842	410977	+	1.743110334387115
411500	413152	+	-0.27045187739627674
414764	413376	-	0.2847294769331129
421239	415927	-	0.9820035707061541
424078	421718	-	0.8809473283562368
426386	428641	+	-1.0117771677763536
430669	431721	+	0.14201900487242788
432221	432661	+	-0.1154772174199359
433615	432932	-	0.657607802552922
435706	434012	-	-0.28010791919273537
436054	436983	+	-0.3306453119884713
440059	437162	-	0.4854268271702417
441149	442099	+	0.4854268271702417
442618	442965	+	0.6880559936852598
443571	444536	+	0.5405683813627028
447584	444732	-	0.48360178576191515
450968	448089	-	0.8969065070358965
453182	451365	-	1.5454341365345186
455520	454297	-	1.9951829837022241
456307	456011	-	1.9951829837022241
458822	458085	-	0.03652587602511388
459677	462151	+	0.03652587602511388
463771	462671	-	-0.5915351546446422
468750	464641	-	0.8560905886012865
470015	470545	+	0.8560905886012865
472650	470710	-	0.26086656915108364
474854	473085	-	0.3989895580469739
475444	475115	-	0.3989895580469739
475982	475728	-	0.711494906650088
476392	477126	+	0.3989895580469739
479104	477815	-	0.059378547078931795
480054	479605	-	0.4425182357009509
482603	480906	-	1.301169534720565
484864	483230	-	-0.08488889758651305
485461	485923	+	0.8135868757691187
486477	486404	-	1.7151612238478577
486778	487911	+	2.080252955975419
488492	487974	-	-0.11973924427409556
489447	488794	-	0.4794693718738423
489785	490885	+	0.35614381022527536
493867	491024	-	0.4335101593503227
494955	494671	-	-1.1604646721932461
496586	496008	-	-0.12553088208385899
498913	497360	-	0.7449583849197369
500204	500491	+	0.7449583849197369
501279	503951	+	0.16689730874474445
505084	504344	-	-0.6520766965796932
507183	505531	-	0.2783011624871044
510572	508557	-	0.8632636632082604
512911	511175	-	1.2032835983887433
515833	514769	-	-0.2995602818589078
518000	516813	-	0.29444735846525527
520095	521696	+	1.3449590635427033
524050	522026	-	0.7711813095041192
524170	524448	+	0.5064605270424385
527250	524827	-	-0.5061853873370391
529618	528776	-	1.4118135984045574
533711	531450	-	0.6507645591169023
534171	534620	+	0.1743301805623134
537072	537842	+	1.2009126939259964
539098	538517	-	0.6506657477719858
540838	539441	-	-0.84799690655495
544755	541468	-	1.546994650522136
549833	547617	-	-0.42057568282027386
552266	551640	-	-0.5128127149653209
553681	552809	-	-0.13385574673479061
557656	558291	+	-0.4150374992788438
560227	558635	-	1.9507870255213233
564474	561943	-	0.7104933828050153
565237	566160	+	0.7104933828050153
566828	566616	-	0.5461432518306282
568221	567337	-	1.006542845866772
570299	569361	-	0.5488932460136344
571868	572834	+	0.5488932460136344
573308	573145	-	0.8971515924082498
574407	573685	-	0.014213859219700866
576662	577921	+	-4.017921907997263
578746	579078	+	1.4355016018385593
580874	579261	-	0.7420634618058849
581306	581530	+	1.3536369546147005
583036	581690	-	1.180992305345149
583297	583713	+	1.1973014403736175
584454	585353	+	0.8826430493618413
587204	585585	-	0.8037346063789074
587971	588246	+	0.8037346063789074
589050	591095	+	3.006369524875727
591492	591563	+	1.6701522418163997
592179	596135	+	1.7920587349610926
596704	597597	+	-0.19976951237577736
598357	602343	+	-0.18927035116173938
603215	602454	-	-3.5145731728297585
605629	603668	-	0.29039252145425565
607817	612073	+	-0.22012581436450285
613168	612827	-	0.7567288489876363
615498	617417	+	-0.6545034339742334
618925	620898	+	0.7016587254302535
621630	621136	-	-0.277533975528909
622068	622394	+	-0.012174713946102214
622994	624763	+	-1.2446223687199134
625968	627198	+	0.8760112827245465
627875	627757	-	1.419324857681942
628181	629131	+	1.5090136474878577
629658	630311	+	0.8652896911417455
631430	630714	-	1.2554326831004556
634060	631859	-	1.8560905886012864
634825	634475	-	1.8560905886012864
639675	635311	-	0.881818573651686
642332	640320	-	1.7851021152104765
643070	642819	-	1.8513326191182065
643340	645166	+	1.7851021152104765
646889	645915	-	0.9687490660155603
647706	648254	+	1.2281060725308417
648943	649215	+	1.3497460390271248
650668	649676	-	-0.6943737174417383
654152	651033	-	0.31968962269136286
654936	656915	+	1.0964044839530624
657896	659986	+	-0.2676957832036568
660580	662196	+	0.03591957425494264
663513	662371	-	0.05444778402237651
665981	663828	-	1.346922474354232
666740	666279	-	0.2203900684253001
667930	667115	-	0.08671163319333096
668453	669628	+	0.08671163319333096
670962	669967	-	0.9565607387351026
673014	671395	-	0.250543461650597
673267	674301	+	0.250543461650597
675253	674681	-	-0.6018363192855525
675689	677353	+	0.1948161769840231
677574	677502	-	1.5811101752255496
684206	677640	-	0.14438990933517493
678603	677640	-	1.1362043835983113
681330	678730	-	1.158001834066493
683243	682419	-	0.23319917629303089
684206	683243	-	0.14438990933517493
684868	685831	+	0.23319917629303089
686787	687748	+	0.7500217469916526
689226	688189	-	0.8863432182044328
690402	689815	-	0.623145694609044
693448	690620	-	1.5525410230287786
694198	693722	-	0.6105883083966507
694466	696322	+	1.5525410230287786
698290	696455	-	1.3344190390705593
698805	700322	+	1.3344190390705593
703104	700555	-	1.15754127698648
704093	706420	+	1.15754127698648
707764	706598	-	-0.3474130664420834
710267	708261	-	0.940057459543718
711001	712326	+	0.24547603444948926
713559	712588	-	0.4212964897505262
713742	714068	+	0.9717109555685765
714360	714971	+	0.4212964897505262
715354	716079	+	0.8663215647680306
716580	720413	+	0.15978044403676914
722157	720895	-	0.8300749985576876
724472	722781	-	0.11547721741993588
725540	725259	-	0.8981203859807864
728351	729127	+	0.751179453385907
730566	729919	-	0.06319382648719389
732457	734019	+	-0.7269815055935842
735797	734157	-	-0.10805974585745291
736112	738169	+	-0.8002304876242227
738885	741752	+	-0.34513548604868755
742117	743142	+	0.45456586346548133
743908	743387	-	0.08325550364935229
744599	746395	+	-0.882163509706142
747394	746594	-	0.9440435940259847
747754	747990	+	0.9765410271760111
748964	748236	-	1.7135066213422174
750276	749305	-	0.9480053623617386
751125	750667	-	-0.0652914602517191
751908	751633	-	0.19930880822340669
752176	754131	+	-0.0652914602517191
756230	754263	-	1.5514099410101296
757867	756917	-	0.4568576749734709
760634	758811	-	0.3565650965593798
761662	762111	+	0.3565650965593798
763185	767921	+	1.07231420481589
768772	770649	+	2.4329594072761065
774429	770779	-	0.561878887608115
775835	775053	-	1.6482140569472943
776549	777007	+	1.6482140569472943
778170	777496	-	2.245756414401958
779803	778823	-	0.508696606493089
779962	780405	+	2.245756414401958
780689	781840	+	0.508696606493089
782344	783993	+	0.47444178647643925
785018	784203	-	-0.05183893151961805
785329	786255	+	0.864116571918227
788778	786394	-	0.7562339278709851
791788	789119	-	0.445139531068263
792588	793943	+	0.445139531068263
794384	795355	+	0.6327910258117714
796931	795459	-	0.37136702762186724
799223	797481	-	-0.009650170033719367
802285	800333	-	1.0679040645018034
802604	804190	+	0.5049941960177411
804376	804519	+	2.5081942602670533
805652	804969	-	1.5621526178130702
808355	811147	+	1.133583154378592
813682	811931	-	1.4131961524546763
816533	814956	-	0.33390073655343844
822078	820669	-	0.8541491335365452
823682	822798	-	0.4606343657189545
827584	824549	-	0.9293454464362144
829305	828730	-	0.9107326619029126
833842	829778	-	0.7787101351107102
834413	835021	+	0.7787101351107102
838369	835307	-	0.16115479181458026
839448	846449	+	0.16115479181458026
849133	846590	-	0.9847332433466895
850923	852752	+	0.3103401206121505
852991	853635	+	0.47444178647643925
854562	853693	-	0.06183925381786263
855763	856866	+	-0.3021841595889475
858788	857016	-	1.606988807051155
859660	859573	-	1.2084700451040784
860266	861351	+	1.606988807051155
863086	861773	-	0.38781603054381947
865891	864422	-	1.234465253637023
867382	867894	+	1.234465253637023
869367	868327	-	-0.11651400872642517
870579	869750	-	0.33985000288462475
871813	873148	+	0.33985000288462475
873865	874680	+	0.3242720353556614
875195	877957	+	0.4119776995297858
878291	880024	+	-0.745816511748472
880312	881451	+	0.37723546656645945
881783	881448	-	0.8662486111111727
883119	882028	-	0.04141992737998078
883653	883468	-	1.3785116232537298
885374	887011	+	2.4960075526087007
887666	889969	+	1.2921807514933104
890898	890158	-	0.8370614288737945
891248	892996	+	0.6488346838875413
893614	894903	+	0.7776075786635519
896159	897157	+	1.0500406824995956
897513	897621	+	2.748867683222498
898735	900093	+	1.0562682196467452
900336	900264	-	0.6649618227863762
906454	902228	-	-0.9068905956085187
908601	907330	-	0.9524716299174141
910503	910246	-	0.6571122864769915
914414	910788	-	-2.525256254596888
916813	915515	-	0.24557720875724756
918130	917738	-	1.3770696490798233
918731	919138	+	0.9585800726200192
919676	919350	-	0.11864449649861893
920241	921407	+	1.2959848276350805
921683	921913	+	1.1483918398926711
923222	922035	-	0.30863127227390447
924479	925258	+	0.30863127227390447
927521	925599	-	-1.1246957474493147
930351	934622	+	0.9462287435590192
935346	935969	+	0.5370280236574542
937230	939389	+	0.39391420771308966
940464	939502	-	0.10350457575385998
940598	942100	+	0.3428877135230085
944149	942215	-	-0.14201900487242788
944660	945670	+	-0.06904164442965137
948077	945816	-	0.053439258961460415
948657	948917	+	0.2778531205453391
949620	950417	+	0.07463880089275592
951295	955881	+	3.314037309267897
956817	958799	+	-0.4799929411196138
960338	959154	-	0.5894498917134701
