FEATURE_NAME	START	END	STRAND	Roetzer log2	Lelandais log2 Rep1	Lelandais log2 Rep2	Kuo log2 Rep1	Kuo log2 Rep2	Kuo log2 Rep3	Lelandais log2 Chip-Seq Rep1
CAGL0F02948r	285672.0	285860.0	+				0.764375654633582	0.7211905894000464	0.5843271518906872	1.860596943334584
CAGL0F02959g	286337.0	288244.0	+	0.041360077	-0.27430841254526606	-0.14338818238239198	0.6394711582658171	0.7211905894000464	0.5843271518906872	-0.041419927379980785
CAGL0F02981r	288415.0	288496.0	+				0.6148888903636508	0.431850652335357	0.13254493098600578	1.920565532505595
CAGL0F03003g	289923.0	293480.0	+	0.107593035	-0.7370993621674959	0.534439758537449	1.3506959633812015	1.1281267810237483	1.0397634936997444	0.5744701269035137
CAGL0F03025g	295783.0	298569.0	+	-0.247647297	-0.362656375034495	-0.0916272938264028	0.4979570214236157	0.2830282736844032	0.2398432084508676	-0.17642656738426749
CAGL0F03047g	301140.0	298906.0	-	-0.162530345	-0.376456544972316	-0.16618139592151598	0.38434708057846795	0.4298574954784247	0.5936285505563718	0.885828980080689
CAGL0F03069g	303110.0	301650.0	-	-0.181631199	-0.319940774667303	0.10984897146902001	2.1559313335818984	2.117064774871716	0.7474338213496565	0.9175378398080272
CAGL0F03091g	303962.0	303484.0	-		-0.85140355793413	0.5973906823235681	-0.021592532616767936	0.17639438183851885	0.46174800518934334	0.4059923596758368
CAGL0F03113g	304124.0	306067.0	+	-0.28180230100000003	-0.493859721303485	-0.09925868302927	2.1559313335818984	2.117064774871716	0.7474338213496565	0.9175378398080272
CAGL0F03135g	306549.0	307736.0	+	0.19898386899999998	0.2690138932329	-0.34864478302746804	0.23519250911802533	0.25279872802092834	0.050825499851776514	0.6261851634476692
CAGL0F03157g	310826.0	307854.0	-	-0.08872764300000001	-0.0288869886729622	-0.199826292184236	-0.13287712379549446	0.5102481553746989	-0.06876391156416838	0.13955135239879354
CAGL0F03179g	311261.0	312862.0	+	-0.081549997	0.031699539104491005	-0.0820089881586819	0.05148988547075409	0.3278743029653826	0.11161678398821542	0.4701420987192982
CAGL0F03201g	314030.0	313074.0	-	-0.23305848699999998	-0.0957075209229342	0.0295751055644315	0.5401455082286851	0.531508495181978	0.057469356041551345	0.0
CAGL0F03223g	314696.0	316759.0	+	0.405803875	0.11707260280180698	0.00641263588455505	0.5401455082286851	0.531508495181978	0.3132578193478783	0.767553913999629
CAGL0F03245g	320034.0	316924.0	-	0.796824333	0.0467279339443799	-0.060324084544634	-0.2714015253522975	-0.5212105180878271	-0.01694183328392554	-0.16397573511112593
CAGL0F03261g	321432.0	321019.0	-		0.29541067367471197	-1.02963202408727	-0.25014118554501835	-0.1567950060786836	0.2551240776873493	-0.04222823538929744
CAGL0F03267g	325801.0	321809.0	-	0.795226513	0.227000434066954	0.5587918366208381	0.7696907395854017	0.06212005537439361	0.10497292779844054	0.6119295483214257
CAGL0F03289g	326515.0	326964.0	+	0.16240522	0.259065978900827	0.771853197027515	0.7696907395854017	0.06212005537439361	0.0641132122313262	0.4310498172674749
CAGL0F03311g	330736.0	327599.0	-	-0.251247825	-0.155370757571904	-0.9814770255816769	0.9905989578954116	0.6291731811716665	0.23519250911802533	-0.011587974275211846
CAGL0F03333g	333100.0	331850.0	-	0.50836675	0.0919574833467567	-0.111807167306603	0.6677075470723599	0.585655923128642	0.16343886226845816	1.4578505828178168
CAGL0F03355r	333459.0	333388.0	-				0.6677075470723599	0.585655923128642	0.16343886226845816	1.3839149817830634
CAGL0F03399g	335097.0	333955.0	-	1.7282217080000002	1.72600935242755	1.2279966927644899	1.1377603724989218	1.1178288039295976	0.9477460854713644	0.787696396287136
CAGL0F03421g	338610.0	336157.0	-	-0.056482294	-0.162182562311978	-0.200334571286344	0.240507594069845	0.2996379141588401	0.1328771237954946	0.28950661719498505
CAGL0F03443g	340113.0	339175.0	-	0.051764429	0.40875056341123606	0.0747861580315422	1.0234860460347963	0.8284888668649083	0.07341461089701079	0.5631361382679777
CAGL0F03465g	343438.0	340640.0	-	0.233508861	-0.0385830517865256	0.120074909998108	0.6952795502599249	0.41557320467040904	0.4903165868053747	0.7449583849197369
CAGL0F03487g	343997.0	344335.0	+		-0.23864858147830803	0.4584395212398879	0.6952795502599249	0.41557320467040904	0.4903165868053747	0.5182363869203431
CAGL0F03531g	345084.0	346856.0	+	0.307888464	0.0790955935241157	0.0139559984559405	0.3497990283916392	0.17340464655312032	0.23917882283189018	0.7449583849197369
CAGL0F03553g	347695.0	347237.0	-	-0.08674092900000001	-0.0194014599966827	0.35363567080312297	0.0	0.04783576456637799	0.2647576691625227	0.5797822616154761
CAGL0F03575g	350325.0	348058.0	-	0.352436973	-0.17069172546758898	-0.0963549299142424	0.22888084573773929	0.18270604521880499	-0.08304820237218405	0.9031384607474108
CAGL0F03597g	350747.0	352244.0	+	0.22438964399999997	-0.0517428791937372	0.0889536459620656	0.09832907160866586	-0.05348304232768655	0.1554662348407284	0.7530852595294831
CAGL0F03619g	354565.0	352409.0	-	0.04387782900000001	-0.0245571285310059	0.0907206714560404	0.9068863699042501	0.8504135922911646	0.21094243402534738	0.909802191028422
CAGL0F03641g	356059.0	354791.0	-	-0.30756926	-1.6483346948876398	0.0433368684535874	0.4570973058565011	0.42155267524120643	0.15646281326919492	1.1340928955872829
CAGL0F03663g	356462.0	357349.0	+	-0.571759328	-0.736106221921279	0.14345844287267198	0.2996379141588401	0.41557320467040904	0.12257914670134355	0.5945485495503543
CAGL0F03685g	359086.0	357731.0	-	-0.19311519800000002	-0.327158480978521	-0.14303253465569002	-0.058133741660528794	-0.15181211393635238	0.008637013046707276	0.5609570377103669
CAGL0F03707g	361665.0	359839.0	-	-0.301703665	-0.161757199920021	-0.0105354762023844	0.7354748802080621	0.6301697596001327	0.3840148877689792	0.44980291743952056
CAGL0F03729g	364057.0	362972.0	-	-0.207847003	-0.183225563003712	-0.435859199819738	0.23319935226109292	0.05879812727950646	0.17373683936260909	0.8585275740471195
CAGL0F03751g	365954.0	364329.0	-	-0.213433645	0.119008575232776	-0.1632565500173	-0.1627744766494808	0.2444939077837099	0.35611069177192517	0.7902814086986628
CAGL0F03773g	366503.0	368752.0	+	0.10273153800000001	0.211421767827877	-0.209752131216349	-0.1627744766494808	0.2444939077837099	0.35611069177192517	0.8053525691464563
CAGL0F03795g	370358.0	368904.0	-	0.678834765	0.158687841746691	0.118645094476917	-0.1498189570794201	-0.03122612409194121	0.06809952594519086	0.3673710656485295
CAGL0F03817g	371978.0	370647.0	-	0.681269605	-0.0339694986423881	-0.130719718955984	0.0036541209043761775	-0.1866923589326697	0.18702455174215865	0.4495258756641344
CAGL0F03839g	372239.0	373561.0	+	0.20174071600000001	0.182942718492808	-0.11288988579995801	-0.03820217309120466	0.026575424759098815	-0.17838753869545135	0.25715783949712445
CAGL0F03861g	374983.0	373691.0	-	0.41772776100000003	-0.231518782333733	0.257702285151392	0.2816995024464484	-0.09600372194224469	-0.0003321928094888128	0.9519057117989549
CAGL0F03883g	375906.0	377477.0	+	-0.102558939	-0.162591157267949	0.11707276778800697	0.2816995024464484	-0.09600372194224469	-0.0003321928094888128	0.5994620704162712
CAGL0F03905g	380088.0	377962.0	-	0.256802633	-0.19187341320110002	-0.0138448272963876	0.08138723832474042	0.1305517741290733	0.12291133951083233	0.0
CAGL0F03927g	380625.0	382202.0	+	0.883556282	0.23826154558797003	0.266400678497885	0.0883632873240037	0.13420589503344948	0.15015114988890868	0.8406921059317168
CAGL0F03949g	385737.0	382447.0	-	0.157537948	0.23170786146727398	-0.148608301331461	0.07640434618240925	-0.01760621890290298	-0.03488024499631739	0.44980291743952056
CAGL0F03971g	386224.0	390591.0	+	0.019930857	0.22425730839755603	-0.31285430588085805	0.07640434618240925	-0.01760621890290298	-0.03488024499631739	0.3344190390705593
CAGL0F03993g	390873.0	392219.0	+	-0.0935156	-0.05666598647993701	0.22803237267805104	0.26940836849536515	0.23153838821364917	0.16111351260203707	0.4474589769712212
CAGL0F04015g	393825.0	392293.0	-	0.315223866	0.126382129566302	0.143449877598498	0.7414543507788594	0.4883234299484423	0.23951101564137878	-0.6620035364849841
CAGL0F04081g	406151.0	407998.0	+	0.19548188	0.194299455005031	0.208489307653014	-0.5046008776133903	-0.5354948088958429	0.3581038486288578	0.40563880127659424
CAGL0F04092g	409504.0	409770.0	+				0.07872969584883044	-0.08537355203860526	0.04750357175688936	-0.0861566437497146
CAGL0F04103g	410151.0	410486.0	+	0.627541345	0.450729059701886	0.37929323392425107	0.07939408146780808	0.1361990518903819	-0.014948676426993096	-0.07922669115057504
CAGL0F04125g	412378.0	411161.0	-	0.29629640399999996	-0.167746801540337	0.171933036993736	1.4171345252789487	1.0836129445522575	0.42786433862149226	0.7369655941662062
CAGL0F04191g	417993.0	418265.0	+	-0.35062654600000004	-0.0403105100884006	0.293138744669998	0.4780254528542914	0.3521243780580604	0.41623759028938645	0.04890960048094651
CAGL0F04213g	419473.0	420393.0	+	-0.145330689	-0.142233841790339	-0.134970342663149	1.026475781320195	0.7560708343963637	0.5331694592294216	1.066671039645288
CAGL0F04235g	421952.0	421104.0	-	-0.199149331	-0.0959266608976611	0.0523625898558776	0.7703551252043792	0.5235358677542483	0.4504534496667264	0.0
CAGL0F04257g	423727.0	422678.0	-	-0.30361419300000003	-0.0949210597002355	0.0198185663211543	1.6357173939225373	0.9025678633808963	1.3025280060053348	1.2987915960894276
CAGL0F04279g	424682.0	425569.0	+	0.848093977	0.439967277428163	0.479247333233091	1.6357173939225373	0.9025678633808963	1.3025280060053348	1.2987915960894276
CAGL0F04301g	426122.0	430573.0	+	0.5328703920000001	0.158793096777732	0.00539898193147356	1.2105105977769548	1.2234661173470156	0.9145268045224909	1.4031241777353431
CAGL0F04323g	430854.0	432839.0	+	0.039314017	0.18061050773326698	0.12830106643616698	-0.06378101942183728	0.3461449074872631	0.3547819205339704	0.5414608620845697
CAGL0F04345g	435769.0	432980.0	-	-0.042894250999999994	-0.0628931405123976	-0.130759057154356	0.3747134891032945	0.1923396366939782	1.0111949120837131	0.6565157617461902
CAGL0F04367g	436654.0	437451.0	+	-0.34961978	-0.00905159958348226	0.0727961870885453	0.3747134891032945	0.1923396366939782	1.0111949120837131	0.5077946401986964
CAGL0F04389g	440642.0	437622.0	-	-0.134076739	0.10042908050306	-0.23135604152957503	-0.050161114232799196	-0.07540776775394314	0.22555891764285185	0.5122061582858422
CAGL0F04411g	441860.0	441222.0	-	-0.030779001	-0.297465648683502	-0.0178667328561775	0.34415175063033077	0.20330199940710664	0.13852440155680304	1.1837971760238701
CAGL0F04433g	442206.0	443942.0	+	0.9711613809999999	0.47327981696975796	0.167356586682281	1.536723936694894	1.7785603020026937	0.22555891764285185	0.8508565606941907
CAGL0F04455g	445495.0	446151.0	+	-0.29835854	0.0959770497447097	-0.5559562990412061	-0.11560309770208022	-0.15546623484072863	0.20762050593046025	-0.18220333122074914
CAGL0F04477g	447148.0	446420.0	-	-0.40685076600000003	0.156489582368593	-0.423705711183642	0.23486031630853663	0.41789855433683026	0.04949672861382164	0.4405725913859815
CAGL0F04499g	449923.0	451815.0	+	1.089602119	-0.19931815174473497	0.542775235293465	0.8411121936254802	0.5663887401782953	0.8264957100079757	0.516398214238085
CAGL0F04521g	453943.0	453083.0	-		1.8547475061331897	1.6443349839343997	1.9679102034112734	1.3646480613797285	1.3168122968133502	0.6728352567464906
CAGL0F04543g	456591.0	456866.0	+		0.0975282197887379	0.43356309323756503	1.9572800335076337	1.637378357969981	0.30694615596759217	1.6302433800220224
CAGL0F04565g	459464.0	460825.0	+		-0.0841535850497831	0.021607217456641	0.029232967235008886	-0.16709298317283441	-0.2119390124538137	-0.4683869238717776
CAGL0F04587g	462667.0	461459.0	-	-0.07845922599999999	0.0775440694791884	-0.244304366398111	0.0	0.23851443721291263	0.12822642446265206	0.4732521132241394
CAGL0F04609g	463702.0	467637.0	+	-0.128631455	-0.122115016677764	0.0381805559406434	0.0	0.23851443721291263	0.12822642446265206	0.4732521132241394
CAGL0F04631g	468795.0	468280.0	-	0.838138301	-0.495307291278947	-0.180524134873513	1.4915457146044258	1.7921802071917319	0.11992160422543394	0.20645087746742624
CAGL0F04653g	471395.0	470517.0	-	-0.166521735	-0.16361956317319798	0.00122825552922996	0.5717038251301151	0.698933671164301	0.283360466493892	1.5781250706676029
CAGL0F04675r	471723.0	471651.0	-				0.5557585702746556	0.5570873415126106	0.2591103914012142	1.0995356735509143
CAGL0F04697g	472760.0	473878.0	+	1.15571529	-0.0833090016450013	0.28750775275575796	0.5557585702746556	0.5570873415126106	0.2591103914012142	0.7845715264133165
CAGL0F04719g	475180.0	477294.0	+	-0.44192661	-0.641356682983773	-0.0687587365613835	0.3537853421055042	0.4830083449966226	0.8314786021503069	0.06942140095747942
CAGL0F04741g	478256.0	479584.0	+	0.043736665	-0.259080071518372	-0.185964589635682	0.6594027268351415	0.8683520040035566	1.5456931425510896	-0.3219280948873623
CAGL0F04763g	481514.0	479691.0	-	-0.149072139	-0.101540365504975	-0.162689153465003	0.7241803246854449	0.18503139488522605	0.3152509762048108	0.3365254711003203
CAGL0F04785g	482592.0	484547.0	+	-0.0047759790000000005	-0.124853380884481	-0.24916908555231798	0.8032422133437642	0.18503139488522605	0.3152509762048108	0.3103401206121505
CAGL0F04807g	486685.0	485300.0	-	-0.626191583	-0.564709346285828	0.165947643139845	0.219247254262566	-0.27472345344718496	0.3667408616755648	-0.038732394488714544
CAGL0F04829g	487684.0	488292.0	+	0.45704416600000003	-0.309954467087337	-0.0275734578306832	0.219247254262566	-0.27472345344718496	0.3667408616755648	-0.038732394488714544
CAGL0F04851g	490582.0	488804.0	-	-0.150885128	-0.5678841611389079	-0.00603716158298807	0.7417865435883481	0.7750058245372217	0.26276451230559045	0.24731005354077734
CAGL0F04873g	491732.0	493813.0	+	0.105843274	0.013967824645803999	-0.0573915378880711	0.7417865435883481	0.7750058245372217	0.26276451230559045	0.24731005354077734
CAGL0F04895g	495596.0	498295.0	+	-1.21444629	-1.105085452447	-0.5265581388019871	0.0	-0.01528086923648188	0.3617579695332337	-0.4907471591035054
CAGL0F04917g	501180.0	499132.0	-	0.415037499	0.33599081687501803	0.323041219485199	1.7792246876216713	1.2390791793929863	0.6723582464052023	0.6578940231750073
CAGL0F04939g	503890.0	506208.0	+	0.297423644	-0.0186147560894642	-0.0647916594220967	0.9208384679027769	0.7145467332102717	0.6919576221650378	0.04274964745933711
CAGL0F04961g	506566.0	507027.0	+	-0.283680192	0.105768764863496	0.034170646618191004	0.12789423165316338	-0.14317510088964527	0.39065874395875366	0.7104933828050153
CAGL0F04983g	509004.0	507217.0	-	1.017934385	0.581601223485751	0.16536903694342903	2.6206690740566403	3.0209614094905675	1.3301000091928998	0.16827148258979868
CAGL0F05005g	511708.0	509393.0	-	0.7724388040000001	0.37616083893219	0.051761774088124	-0.43484038762075566	-0.3597648126763012	-0.041524101186092094	0.14505033280328314
CAGL0F05027g	512930.0	512367.0	-		-0.0339954443859949	0.260958737669233	-0.08803109451451514	0.016941833283925505	0.16177789822101446	-0.2789759497028155
CAGL0F05049g	513288.0	514169.0	+		0.25659511066101603	-0.154700542100673	-0.2677474044479215	-0.16842175441078924	0.16177789822101446	0.14505033280328314
CAGL0F05071g	515221.0	514361.0	-		-0.47702183675708204	0.362860337014303	0.759392762491251	0.49496728613821694	0.5451284003710161	-0.1195816157526726
CAGL0F05093g	516481.0	517278.0	+	-0.317089823	0.18206461900860102	-0.160991052406732	0.759392762491251	0.49496728613821694	0.5451284003710161	-0.1195816157526726
CAGL0F05115g	519640.0	521724.0	+	0.20085441899999998	0.45153627581924605	-0.185485239959967	1.1756303527806375	1.1101883693113563	0.2807029240179822	0.5707486415014554
CAGL0F05137g	523941.0	524624.0	+		-0.153020118543939	-0.507103542771719	2.741919449520029	2.9159884816921267	0.6148888903636508	0.9051408136585588
CAGL0F05159g	525230.0	527617.0	+	0.086026245	0.0819496473184372	-0.10971544222471799	-0.16709298317283441	-0.12091818265390004	-0.060126898517461294	0.6496681901089715
CAGL0F05181g	529534.0	527696.0	-	-0.48633446799999996	0.263680391777439	-0.49997589407655396	0.08570574484809386	-0.167425175982323	0.12257914670134355	0.3806040022149698
CAGL0F05203g	530626.0	529892.0	-	0.107734452	0.159357209815179	-0.0738974446132941	-0.4667308973316745	-0.46938843980758443	0.03720559466273833	0.11864449649861893
CAGL0F05225g	531330.0	530902.0	-		-0.0824217191470637	-0.000727593430438267	-0.09965784284662092	-0.07374680370649937	-0.07706873180138672	-0.32452520637340143
CAGL0F05247g	532601.0	531690.0	-	-0.971453633	0.36946922137383503	-0.940350269976255	2.1393216931074615	2.459223368645114	0.6783377169759993	0.1887616434551679
CAGL0F05269g	534334.0	533759.0	-	-0.317413375	0.128031904738279	-0.0655700818508612	0.7052453345445869	0.09899345722764327	0.12955519570060725	0.30633123983634386
CAGL0F05291r	535673.0	535530.0	-				0.6092416126023424	0.3670730544850537	-0.02325349666421159	1.807354922057604
CAGL0F05329g	536374.0	536171.0	-		0.0982867078976388	-0.45159192803290293	0.6301697596001327	0.40029233543392717	0.13320931660498317	0.09225850785198864
CAGL0F05335g	540165.0	537631.0	-	-0.016080522	0.0882531240977992	-0.23605673175031602	0.30495299911066004	-0.00697604899926342	0.16742517598232298	0.1837119531723881
CAGL0F05357g	541830.0	543635.0	+	-0.357881199	-0.252486654683557	0.0485964437482965	0.30495299911066004	0.311264662490946	0.3926519008156863	0.10187961401921364
CAGL0F05379g	547162.0	544091.0	-	0.6629070229999999	0.510760605464866	0.0737376623130201	0.45178222090468123	0.23685347316546893	0.1720758753151655	0.5954548745387985
CAGL0F05401g	550430.0	547875.0	-	0.50943638	0.226424012545314	0.00914321404828523	-0.3106002768719685	-0.29432282920702024	0.09434275789480107	0.8760112827245465
CAGL0F05423g	551648.0	550656.0	-	-0.001028808	-0.0604144853354805	0.0143464937323718	0.43284723076382337	0.5165598187549849	0.03587682342478348	0.07943446749440491
CAGL0F05445g	551974.0	553005.0	+	0.061169102	-0.309841845509836	0.0267920621185904	0.214264362120235	0.0	0.09434275789480107	0.8760112827245465
CAGL0F05467g	553542.0	553078.0	-	-0.31845778	-0.22595190220150602	0.0274128192217497	0.007640434618240985	-0.09932565003713208	0.23851443721291263	0.49304001128011704
CAGL0F05489g	553902.0	555365.0	+		-0.0449030272156717	-0.127861072781844	0.14251071527066791	0.11460651927361402	0.17373683936260909	0.7306100991263828
CAGL0F05511g	555646.0	557055.0	+	-0.149115484	0.37201248548540006	-0.0136697539951758	-0.08105504551525157	-0.008304820237218373	0.3082749272055473	-0.07871197601404073
CAGL0F05533g	558329.0	557208.0	-	-0.238481343	-0.256076616731797	-0.0681904746500224	-0.021924725426256605	-0.1840348164567599	0.1312161597480509	0.011587974275211826
CAGL0F05555g	558599.0	559318.0	+	-0.243156414	0.10416965533658301	-0.022618463004723	-0.15214430674584126	-0.1840348164567599	0.1312161597480509	0.3890422907458993
CAGL0F05577g	559705.0	561705.0	+	0.433525934	0.0784500949120366	-0.333528617919954	-0.08138723832474046	-0.14184632965169033	-0.04551041489995689	0.011587974275211826
CAGL0F05599g	562262.0	564094.0	+	-0.008233141	-0.129397783858626	0.249861738646436	0.02557884633063259	-0.280702924017982	0.006643856189774814	1.0098477859563473
CAGL0F05621g	565296.0	564202.0	-	0.561636794	-0.126902312863211	0.302556481756245	0.21791848302461114	0.10397634936997432	0.14051755841373534	0.9304590667469228
CAGL0F05643g	565824.0	567197.0	+	0.306672353	0.211406498892552	0.0146526008385212	0.21791848302461114	0.10397634936997432	0.14051755841373534	0.812139984622981
CAGL0F05665g	569354.0	567360.0	-	0.210539395	0.19910237358004998	-0.17455596900659698	0.059794705707972635	0.10862704870281686	0.12257914670134355	0.235103473086002
CAGL0F05687g	570280.0	572649.0	+	0.624431563	0.26829464597112196	-0.11223277000895401	0.059794705707972635	0.10862704870281686	0.12257914670134355	0.235103473086002
CAGL0F05709g	573128.0	574174.0	+	1.2981991259999999	1.05247168401793	0.648157150431521	0.2016410353596628	0.2720659109712751	0.21692190459614477	0.957935940433456
CAGL0F05731g	575037.0	574414.0	-	-0.43667490600000003	0.0604003098333098	0.0508674299747816	0.010962362713128213	-0.021592532616767936	0.026907617568587585	0.8263519125149702
CAGL0F05753g	576965.0	575499.0	-	0.210687808	0.0225157407354605	0.151841608729115	0.5594126911790318	0.4365013516681995	0.7049131417350983	0.4594316186372973
CAGL0F05775g	577895.0	579424.0	+	0.05776939	-0.0695935645060273	-0.18593527950190197	0.5594126911790318	0.4365013516681995	0.7049131417350983	0.4594316186372973
CAGL0F05797g	584380.0	579968.0	-	-0.026317295	0.32655346705570804	-0.089312740915952	0.4119190837660329	0.29199747954059907	0.053150849518197915	0.2671040701428407
CAGL0F05819g	586189.0	584882.0	-	0.681240327	0.0370309988475058	-0.178532842072466	0.24150417249831121	0.15446965641226243	0.05016111423279915	0.7441610955704102
CAGL0F05841g	586441.0	586881.0	+	-0.35007895299999997	-0.379752767969395	-0.317447579242596	0.45078564247621505	0.3969704073390399	0.5567551487031219	0.8624964762500651
CAGL0F05863g	587703.0	587212.0	-	1.059669022	-0.29772328194732	0.0593329463822947	0.4105903125280779	0.0013287712379548326	0.09965784284662087	-0.06342538014163357
CAGL0F05885g	588828.0	590966.0	+	0.386614356	-0.14198772101189902	0.178718004720663	0.4105903125280779	0.0013287712379548326	0.09965784284662087	-0.06342538014163357
CAGL0F05907g	591411.0	592799.0	+	0.079012645	0.0981498048623702	-0.0831556577773243	0.2906687083026443	0.501278949518503	0.2411719796888226	0.6956065644051488
CAGL0F05929g	594461.0	593145.0	-	-0.97650185	0.14164418084868802	0.22483947186005898	0.27605222468513996	0.024582267902166336	0.3989635641959722	0.9553309506662716
CAGL0F05951g	595030.0	595545.0	+		-0.41865984865350103	0.154113020079073	0.27605222468513996	0.11028801275026057	0.3989635641959722	0.6057210608879537
CAGL0F05973g	597353.0	595752.0	-	0.37949338200000005	-0.30175108665497496	-0.0415456451638947	-0.08205162394371787	0.021260339807279136	0.022921303854722908	-0.7990873060740038
CAGL0F05995g	600612.0	598819.0	-	-0.441804911	-0.41759353813350497	-0.310340148749416	1.271966267532371	1.3367438653826746	0.3428229793923759	0.7228904089544834
CAGL0F06017g	602150.0	601431.0	-	0.32740656	-0.0270712142509009	0.19128262682102498	1.0899246079325435	1.3281068523359676	0.930804252187439	0.8624964762500651
CAGL0F06039g	603519.0	602686.0	-	0.390451059	0.203082026167588	0.0599914370969532	0.18436700926624852	0.3212304467756078	0.20230542097864027	0.09515723304034003
CAGL0F06061g	605073.0	604063.0	-	-0.558176667	-0.19575951893159899	-0.219335923936893	-0.08670232327656016	-0.06477759785030361	0.09533933632326741	0.6011727279024152
CAGL0F06083r	610507.0	610614.0	+				1.729063573388872	1.522439645886878	1.36165832609433	1.9319815765713493
CAGL0F06127g	610882.0	611406.0	+	-0.21209478199999998	0.03020392196736	-0.0695336569516874	1.729063573388872	1.522439645886878	0.5112447338031652	1.2890134724146272
CAGL0F06149g	612466.0	611537.0	-	-0.195730977	-0.196872080960917	0.14138580235013	0.34514832905879694	0.26974056130485397	0.18370262364727116	0.4895844526438977
CAGL0F06171g	613189.0	616296.0	+	0.10158472699999999	-0.136756050441135	-0.0544372259372805	0.34514832905879694	0.26974056130485397	0.19134305826551196	0.3828570935296941
CAGL0F06193r	616515.0	616444.0	-				0.4335116163828007	0.5926319721279055	0.14118194403271295	1.03363077788128
CAGL0F06215g	618324.0	616975.0	-	0.207757217	0.130860678792247	-0.208113072850496	0.294655022016509	-0.06809952594519085	0.14583264336555518	0.5945485495503543
CAGL0F06237g	619632.0	618976.0	-	-0.26779029	0.134628824817703	0.29702716340308694	0.2903365154931555	0.2873467802077569	-0.08969205856195872	0.5055280332267513
CAGL0F06259g	621027.0	620431.0	-	0.05421998	-0.38450638561298206	0.154368909646177	0.4351725804302444	0.36275454796170015	0.4863302730915098	1.2559449810474743
CAGL0F06281r	621389.0	621292.0	-				0.4351725804302444	0.36275454796170015	0.4863302730915098	1.4126469518538496
CAGL0F06325g	624419.0	621735.0	-	0.05090661900000001	-0.48728489968517696	-0.0701962513121016	1.1935687644930293	1.2015413919207591	0.9494070495188082	0.29218075149331035
CAGL0F06347g	625184.0	627916.0	+	-0.275440687	-0.20419680296669698	-0.260539594186725	0.7816496807269965	1.094243114455897	0.9494070495188082	0.3336098999349978
CAGL0F06369g	630723.0	628054.0	-	-0.256967577	-0.0838734124681437	-1.3336075400537	0.19798691445528668	0.16144570541152586	0.3438195578208421	0.420706249365536
CAGL0F06391g	632391.0	631387.0	-	-1.004261072	-0.56973207089704	0.21387235013388897	0.9215028535217543	0.25578846330632704	0.6035943348410338	0.4909863525121425
CAGL0F06413g	634283.0	636190.0	+	-1.211398438	-0.026800463540852	-0.10982838299238099	1.094243114455897	0.5760223316534686	0.13254493098600578	1.4192252962422771
CAGL0F06435g	637000.0	637380.0	+	0.074370521	0.252939466675244	0.247575771528727	0.4474637143813277	0.7324851449226633	0.06510979065979233	0.7369655941662062
CAGL0F06457g	638397.0	637495.0	-	0.304681455	0.254249519072918	-0.35682603548275893	-0.002657542475909862	-0.0036541209043760357	0.35345314929601546	0.8624964762500651
CAGL0F06479g	638792.0	640732.0	+	0.27760130899999996	0.23953961983307398	-0.21293673196032997	-0.002657542475909862	-0.17373683936260906	0.01063016990363962	0.4594316186372973
CAGL0F06501g	642221.0	640833.0	-	-0.27650216	0.0640148409450582	0.19691538719974302	-0.13287712379549446	0.06776733313570227	0.20463077064506152	0.29671753209008256
CAGL0F06523g	644835.0	642553.0	-	0.573088967	0.341503814357039	0.367753140438835	-0.17274026093414285	-0.3414942081544208	0.007640434618240985	0.645083493158727
CAGL0F06545g	645359.0	646099.0	+	0.5106669070000001	-0.45090027102050995	0.35032508640344895	0.21227120526330248	0.15812377731663843	-0.02258911104523413	0.7404800783424429
CAGL0F06567g	646495.0	648012.0	+	0.016120268	0.104619107754381	-0.37604538477415705	-0.17274026093414285	-0.35611069177192534	0.11427432646412516	0.1265324059289316
CAGL0F06589g	648302.0	649711.0	+	-0.18914532	0.0704298805318889	-0.280862744756805	0.038202173091204654	-0.19001428702755704	-0.02856858161603132	0.5415699052077755
CAGL0F06600r	649866.0	649758.0	-				0.16742517598232298	0.2883433586362232	0.13553466627140437	0.956931278108114
CAGL0F06611g	650449.0	653040.0	+	0.38459607	0.433888894836149	0.0116223990052587	3.0289340369182973	3.490017656488663	0.397966985767506	0.956931278108114
CAGL0F06633g	654562.0	653273.0	-	0.679517591	-0.0322917210674168	-0.25173503507560896	-0.4032820707193258	-0.3820217309120467	-0.24582267902166485	0.5006935838235523
CAGL0F06655g	654908.0	656134.0	+	-0.211322607	-0.0439377307365936	-0.322936398995041	0.11394213365463658	-0.03687340185324967	-0.021924725426256605	0.16745674585156273
CAGL0F06677g	657539.0	656199.0	-		-0.289787159932841	-0.454610157818219	0.029232967235008886	-0.225558917642852	0.1312161597480509	0.4951310904920905
CAGL0F06693g	658627.0	658346.0	-		0.050613941185141	-0.0656444009796697	0.5095837697557214	0.5335016520389104	0.3468092931062407	0.4656635723488118
CAGL0F06699g	659539.0	658958.0	-		-0.297438348667057	0.21946266240567397	0.09766468598968832	-0.013619905189038186	-0.32654553172742773	0.5101947323191841
CAGL0F06721g	660254.0	660766.0	+	-0.243721981	-0.207598593906767	0.0667800832592577	-0.1268976532246972	-0.4813473809491788	-0.05348304232768655	0.5101947323191841
CAGL0F06743g	661325.0	663730.0	+	0.051653157000000005	-0.348095534930495	-0.188207072977952	0.2182506758340996	0.07009268280212341	0.14915457146044264	0.8889686876112561
