START	END	STRAND	Lelandais log2 chip-seq
97023	100643	+	0.22239242133644802
101230	102354	+	0.7506405310632828
102956	104791	+	0.15842936260448298
106242	105064	-	0.762202885665229
106796	107875	+	0.22068811512419892
109345	108155	-	0.6057210608879537
110950	110519	-	0.6892991605358918
112286	113305	+	0.18491771591778502
114250	113528	-	0.21916852046216156
116486	114888	-	0.8073549220576041
120079	116762	-	0.6471189767837257
123471	121015	-	0.5462820325570963
125068	124304	-	0.9307373375628863
125516	125893	+	1.3608817292319384
126136	127767	+	0.9307373375628863
131725	133596	+	0.37521151878565556
135475	134033	-	1.098110085449848
136534	136462	-	1.8201789624151878
138878	136707	-	1.5586512236053092
139239	139131	-	1.4175574912573592
141711	139522	-	0.4854268271702417
146819	142623	-	0.5000736031346432
149905	150570	+	0.5046747117635203
152334	151321	-	0.3328992127083655
153593	154864	+	0.3328992127083655
156044	158317	+	-0.07961716806336808
159133	158675	-	0.22826898767311735
159685	162543	+	0.5129512558057681
163679	163020	-	0.24345403686427758
163924	164445	+	0.47681369686553365
165544	164750	-	0.04654258593703025
167058	166126	-	1.6851266626465882
168297	167401	-	0.9638403367045816
170629	168842	-	0.18820373516062122
171213	171965	+	0.8600697388555251
172820	174229	+	-0.05343925896146044
176967	174544	-	0.994801093325681
178790	177696	-	4.100750915830454
180414	179470	-	0.40414918313610765
181178	182980	+	1.0799235442969495
183385	185772	+	0.929610672108602
186169	186711	+	0.7710587928346142
188118	187276	-	0.5498342773175543
188438	189094	+	0.22881869049588086
190858	189377	-	0.9397394751825257
192624	191278	-	0.7507713936912367
193596	193057	-	0.7946810920224935
194261	194989	+	0.7507713936912367
196375	195254	-	-0.05514155419246095
199689	197149	-	-0.024453043724539072
201002	204673	+	-0.024453043724539072
205206	211595	+	0.2350200296641973
212117	212764	+	0.698173111169147
213561	216011	+	0.5849625007211562
218767	216080	-	2.142132849420989
219170	219267	+	2.027221468735024
220955	219504	-	0.21299372333419844
221723	222163	+	-0.009781020792585447
224904	222382	-	0.16349873228287956
225965	225354	-	-0.20759541940836734
226190	226299	+	0.16349873228287956
226725	227762	+	0.16349873228287956
228030	228725	+	0.36964559646482953
232065	229207	-	0.6763028122595821
233357	233429	+	1.1947283924428849
234061	236418	+	1.1947283924428849
238476	236632	-	0.2048197918884982
240391	239243	-	-0.19555080911780695
240801	243302	+	-0.25276607037996673
243506	243725	+	0.8037346063789074
245120	247618	+	0.8678964639926549
248281	250173	+	-0.08453351021166772
251143	251790	+	0.17753818555218753
252513	253526	+	0.6780719051126378
255232	253736	-	-0.7668008237069691
256597	258162	+	-0.7668008237069691
259341	258826	-	0.7495932024939556
259987	260601	+	0.6172802209938846
261361	265989	+	0.581047450717773
270113	266337	-	1.0797271924707341
271382	270750	-	0.23815973719476458
271798	274317	+	1.0797271924707341
275234	274470	-	0.6201519291834562
276567	275536	-	0.16196747966339312
277229	277975	+	0.08979667035064584
279228	278122	-	0.8794098591864116
280659	279526	-	0.8073549220576041
281010	283517	+	1.1127001327493624
284659	285156	+	0.18220333122074905
285672	285860	+	1.8605969433345837
286337	288244	+	-0.04141992737998079
288415	288496	+	1.920565532505595
289923	293480	+	0.5744701269035137
295783	298569	+	-0.17642656738426749
301140	298906	-	0.885828980080689
303110	301650	-	0.9175378398080271
303962	303484	-	0.4059923596758368
304124	306067	+	0.9175378398080271
306549	307736	+	0.6261851634476692
310826	307854	-	0.13955135239879357
311261	312862	+	0.4701420987192982
314030	313074	-	0.0
314696	316759	+	0.767553913999629
320034	316924	-	-0.16397573511112593
321432	321019	-	-0.04222823538929744
325801	321809	-	0.6119295483214257
326515	326964	+	0.43104981726747493
330736	327599	-	-0.011587974275211846
333100	331850	-	1.4578505828178168
333459	333388	-	1.3839149817830634
335097	333955	-	0.787696396287136
338610	336157	-	0.28950661719498505
340113	339175	-	0.5631361382679777
343438	340640	-	0.7449583849197369
343997	344335	+	0.5182363869203431
345084	346856	+	0.7449583849197369
347695	347237	-	0.5797822616154761
350325	348058	-	0.9031384607474109
350747	352244	+	0.7530852595294831
354565	352409	-	0.9098021910284219
356059	354791	-	1.1340928955872829
356462	357349	+	0.5945485495503543
359086	357731	-	0.5609570377103669
361665	359839	-	0.44980291743952056
364057	362972	-	0.8585275740471195
365954	364329	-	0.7902814086986628
366503	368752	+	0.8053525691464563
370358	368904	-	0.36737106564852945
371978	370647	-	0.4495258756641344
372239	373561	+	0.25715783949712445
374983	373691	-	0.951905711798955
375906	377477	+	0.5994620704162712
380088	377962	-	0.0
380625	382202	+	0.8406921059317168
385737	382447	-	0.44980291743952056
386224	390591	+	0.3344190390705593
390873	392219	+	0.44745897697122117
393825	392293	-	-0.6620035364849841
406151	407998	+	0.40563880127659424
409504	409770	+	-0.0861566437497146
410151	410486	+	-0.07922669115057504
412378	411161	-	0.7369655941662062
417993	418265	+	0.04890960048094651
419473	420393	+	1.0666710396452879
421952	421104	-	0.0
423727	422678	-	1.2987915960894276
424682	425569	+	1.2987915960894276
426122	430573	+	1.4031241777353431
430854	432839	+	0.5414608620845697
435769	432980	-	0.6565157617461902
436654	437451	+	0.5077946401986964
440642	437622	-	0.5122061582858422
441860	441222	-	1.18379717602387
442206	443942	+	0.8508565606941907
445495	446151	+	-0.18220333122074914
447148	446420	-	0.4405725913859815
449923	451815	+	0.516398214238085
453943	453083	-	0.6728352567464906
456591	456866	+	1.6302433800220224
459464	460825	+	-0.46838692387177755
462667	461459	-	0.47325211322413946
463702	467637	+	0.47325211322413946
468795	468280	-	0.20645087746742624
471395	470517	-	1.5781250706676027
471723	471651	-	1.0995356735509143
472760	473878	+	0.7845715264133165
475180	477294	+	0.06942140095747942
478256	479584	+	-0.3219280948873623
481514	479691	-	0.3365254711003203
482592	484547	+	0.3103401206121505
486685	485300	-	-0.038732394488714544
487684	488292	+	-0.038732394488714544
490582	488804	-	0.24731005354077737
491732	493813	+	0.24731005354077737
495596	498295	+	-0.4907471591035054
501180	499132	-	0.6578940231750073
503890	506208	+	0.04274964745933711
506566	507027	+	0.7104933828050153
509004	507217	-	0.16827148258979868
511708	509393	-	0.14505033280328314
512930	512367	-	-0.2789759497028155
513288	514169	+	0.14505033280328314
515221	514361	-	-0.1195816157526726
516481	517278	+	-0.1195816157526726
519640	521724	+	0.5707486415014554
523941	524624	+	0.9051408136585589
525230	527617	+	0.6496681901089715
529534	527696	-	0.3806040022149698
530626	529892	-	0.11864449649861893
531330	530902	-	-0.32452520637340143
532601	531690	-	0.1887616434551679
534334	533759	-	0.30633123983634386
535673	535530	-	1.8073549220576042
536374	536171	-	0.09225850785198865
540165	537631	-	0.18371195317238806
541830	543635	+	0.10187961401921365
547162	544091	-	0.5954548745387985
550430	547875	-	0.8760112827245465
551648	550656	-	0.07943446749440491
551974	553005	+	0.8760112827245465
553542	553078	-	0.493040011280117
553902	555365	+	0.7306100991263828
555646	557055	+	-0.07871197601404072
558329	557208	-	0.011587974275211826
558599	559318	+	0.3890422907458993
559705	561705	+	0.011587974275211826
562262	564094	+	1.0098477859563473
565296	564202	-	0.9304590667469229
565824	567197	+	0.812139984622981
569354	567360	-	0.23510347308600196
570280	572649	+	0.23510347308600196
573128	574174	+	0.9579359404334561
575037	574414	-	0.8263519125149702
576965	575499	-	0.45943161863729726
577895	579424	+	0.45943161863729726
584380	579968	-	0.2671040701428407
586189	584882	-	0.7441610955704102
586441	586881	+	0.8624964762500651
587703	587212	-	-0.06342538014163358
588828	590966	+	-0.06342538014163358
591411	592799	+	0.6956065644051488
594461	593145	-	0.9553309506662717
595030	595545	+	0.6057210608879537
597353	595752	-	-0.7990873060740038
600612	598819	-	0.7228904089544834
602150	601431	-	0.8624964762500651
603519	602686	-	0.09515723304034004
605073	604063	-	0.6011727279024152
610507	610614	+	1.931981576571349
610882	611406	+	1.2890134724146272
612466	611537	-	0.4895844526438977
613189	616296	+	0.38285709352969405
616515	616444	-	1.03363077788128
618324	616975	-	0.5945485495503543
619632	618976	-	0.5055280332267513
621027	620431	-	1.2559449810474745
621389	621292	-	1.4126469518538496
624419	621735	-	0.29218075149331035
625184	627916	+	0.3336098999349978
630723	628054	-	0.42070624936553597
632391	631387	-	0.49098635251214245
634283	636190	+	1.4192252962422773
637000	637380	+	0.7369655941662062
638397	637495	-	0.8624964762500651
638792	640732	+	0.45943161863729726
642221	640833	-	0.29671753209008256
644835	642553	-	0.645083493158727
645359	646099	+	0.7404800783424429
646495	648012	+	0.1265324059289316
648302	649711	+	0.5415699052077755
649866	649758	-	0.9569312781081141
650449	653040	+	0.9569312781081141
654562	653273	-	0.5006935838235523
654908	656134	+	0.16745674585156273
657539	656199	-	0.49513109049209053
658627	658346	-	0.46566357234881184
659539	658958	-	0.5101947323191841
660254	660766	+	0.5101947323191841
661325	663730	+	0.8889686876112561
664771	664103	-	0.16710998583525824
665038	666156	+	0.31906844074812174
667348	666263	-	0.24792751344358552
668161	671451	+	0.1622714288988771
671942	673108	+	0.6036990633027419
674340	673222	-	0.33703498727757064
676192	675416	-	0.5133395728906478
678225	677473	-	-0.09761079662642226
679960	683502	+	-0.021216485909695798
684500	683862	-	0.6044586763469534
684832	686724	+	0.6706923747470401
687174	688631	+	0.42402628250609836
689331	691133	+	1.4150374992788437
693255	691462	-	0.47892086331083156
694044	694805	+	0.624133098001834
697012	695417	-	0.07240849552805007
697930	697508	-	0.7894330140603417
700669	698363	-	0.6289058483087533
701085	703244	+	0.635427567704144
705193	705086	-	1.2867386664250624
705576	707186	+	1.2867386664250624
709510	707309	-	0.6488346838875413
712254	710050	-	0.6269565893857834
714221	713250	-	0.733825886635639
716735	714870	-	0.12663343853101702
718650	717856	-	1.6287441927490693
720934	719330	-	0.3336098999349978
721308	722618	+	0.36513259345252996
724543	722699	-	0.3084448655237403
725320	724949	-	0.6780719051126378
727572	725722	-	1.078002512001273
728029	728454	+	0.8856673245210052
730517	729306	-	2.3680698765320827
732397	731456	-	-0.03125093398443979
734158	733271	-	1.263034405833794
735575	734937	-	0.9448584458075391
739068	738412	-	0.8999330448960777
742456	741200	-	0.17263938613934848
742923	743678	+	0.4070001802134256
746755	744275	-	0.7924045805916328
750740	748281	-	0.1408625358398497
752900	751794	-	0.8117333625681784
753761	755932	+	0.3488951424876318
757782	755947	-	0.6040713236688608
759719	758205	-	0.44835757247887026
762423	760681	-	0.5753123306874369
765742	762977	-	0.17544200640987828
766285	768123	+	0.31092909593810525
770804	768270	-	0.2515387669959644
774794	773115	-	0.5279315556847772
776659	779808	+	0.28203536776384963
780825	780118	-	0.022542568651088227
781509	781219	-	0.37136702762186724
784541	782229	-	0.9916847317879962
788613	785803	-	0.49749965947081687
791508	790810	-	0.2906771609029227
795550	792575	-	0.13641919822659493
798397	796793	-	0.3379964635150159
799495	799902	+	0.3379964635150159
801886	800627	-	0.18322182405577025
805847	803610	-	1.0204641025597154
808005	806209	-	0.32906427616899103
808506	809087	+	0.43998385640907467
813050	814027	+	0.4319508822151903
816544	814508	-	-0.46838692387177755
821107	822540	+	0.21412480535284734
824330	823014	-	0.12305839640433802
825860	827500	+	0.12305839640433802
828829	827705	-	0.32192809488736235
832404	829426	-	2.1188362295098506
832674	832602	-	2.1188362295098506
835733	837322	+	0.5173992169085218
840016	837596	-	0.02914634565951651
841134	840334	-	0.2611248158251624
842718	841456	-	0.7856003694170829
845380	843128	-	0.3546648812993622
846289	848394	+	0.21098765806419847
849691	848954	-	-0.11651400872642517
851652	850744	-	2.083768357692598
853206	852168	-	0.7295481226037231
853037	852943	-	1.064851144349968
853613	854824	+	1.1686420355588392
855132	855620	+	0.5922305011851954
857403	855805	-	-0.0402638702137271
857724	859997	+	0.5145731728297582
860500	862011	+	0.391190757324476
863366	862179	-	0.6147098441152082
863663	864220	+	0.3122129400541507
864757	865707	+	0.47007886283680567
866333	866073	-	0.4150374992788437
867394	867789	+	0.4150374992788437
868002	869171	+	0.4150374992788437
869467	871308	+	0.15067891249766815
873849	876659	+	0.7340183101158693
877760	876783	-	-0.12101540096136598
878120	878704	+	0.12889773318225758
879028	878909	-	1.8073549220576042
879436	880137	+	1.8073549220576042
882215	880296	-	0.5849625007211562
883596	882851	-	0.28141293514864835
883964	885076	+	0.5670405927238937
886855	885518	-	0.015106892390208388
888804	891233	+	0.429864916956483
894761	897001	+	-0.07800251200127321
898706	900598	+	1.2135954730992888
902377	900830	-	0.18982455888001723
904448	904239	-	0.24721770037101892
904652	905410	+	-0.17263938613934843
906258	905569	-	0.33479024582441186
906883	908070	+	0.1798210375848123
910693	908186	-	0.10496955960154247
925942	926406	+	-0.9730329523997306
3694	2726	-	0.5766758895361955
5683	2726	-	0.4120536408400225
5683	4358	-	0.4120536408400225
14591	15892	+	-0.3755091350922063
16581	17540	+	0.44886237692710995
18798	19724	+	-0.01976325482142995
24861	20428	-	1.0496307677246004
26046	26912	+	1.0496307677246004
28918	27239	-	0.22606807947984625
30802	30536	-	0.15650448567999067
32751	33875	+	1.5434432312828892
35606	34662	-	0.09386692346422232
35994	36869	+	0.8691059331490483
37404	39386	+	0.5765009219729601
40467	39655	-	0.32192809488736235
40916	44035	+	0.6459919341187159
44599	46275	+	0.6499425319288406
46734	47276	+	0.8194277543581792
47727	48416	+	0.5405683813627028
54405	48535	-	0.29373120305671035
58570	54617	-	0.528694281074411
59768	60460	+	0.528694281074411
60727	60839	+	0.7098139879062393
61223	62272	+	0.6166713604484945
62853	62961	+	1.371788609414087
63258	64787	+	1.6747076710792612
65561	64911	-	0.11805576152171224
65805	67127	+	0.6506657477719858
69302	67419	-	0.7449583849197369
69713	70570	+	0.8508565606941907
70780	70852	+	1.2883138142821515
71625	72122	+	1.5326070956600197
72451	74199	+	0.18844508941311033
74216	74605	+	0.6752732717599642
75218	76279	+	0.2940613014544184
76655	76564	-	0.4608411888919687
76849	76757	-	1.5080005189062722
77145	77040	-	1.5080005189062722
77743	77814	+	1.6765929761867246
78457	80625	+	1.5080005189062722
84360	80770	-	0.6076825772212396
85007	85603	+	0.4582053584352175
88130	85791	-	1.0883558744208468
88989	89924	+	0.21780515184079616
90335	91672	+	1.5176525657617304
93468	99059	+	0.20029865048583131
99661	101289	+	1.2403143293337102
102146	102944	+	0.10108612511431432
104031	105599	+	1.158001834066493
106218	105880	-	0.9668331360648007
110589	108004	-	0.8290138031873772
112185	111298	-	0.5468273718343851
112898	113554	+	0.2427014037367874
114614	113748	-	0.6780719051126378
117116	114924	-	0.2870981107242633
119281	120795	+	0.34358697601713534
121156	121967	+	1.1030934929641036
123227	122088	-	0.9130166984053603
125226	123910	-	0.7725895038969274
129410	126180	-	1.0188590272513158
130059	132050	+	0.6335724449457778
133878	132280	-	0.3431445807970583
134524	134928	+	0.4794693718738423
135200	137158	+	0.3431445807970583
137568	138322	+	0.478363434647673
139439	140488	+	1.0412226627265129
143150	140652	-	0.8073549220576041
143832	143904	+	0.869603362744325
144810	144151	-	0.9027027986450852
146521	145796	-	0.6060241162489858
148561	146813	-	0.25218702359680145
151056	149686	-	0.5423181633126626
152392	151262	-	1.5428370250484797
152679	152606	-	1.677023053709924
154107	152854	-	0.27462238010900575
154400	155029	+	0.6160850182169367
156390	155248	-	0.5525410230287786
157053	157985	+	0.9408379275318562
158546	161113	+	-0.06756328381263446
161572	165651	+	0.467126010427298
166908	166048	-	0.820676300555438
167536	168060	+	0.9590282189436938
168670	168200	-	0.8624964762500651
169364	168942	-	0.8571652218285452
169566	170054	+	0.9159357352115255
170682	172508	+	0.8571652218285452
172830	173891	+	0.8387190929669394
175246	174230	-	0.5682837595745259
177251	175635	-	0.7503861099285278
179001	177532	-	0.9224633995289797
179215	179649	+	0.8559238223265789
179911	180930	+	0.9224633995289797
182291	181467	-	1.1117103874970167
182970	184133	+	0.8311230879905539
184862	185956	+	1.5568701936918032
186276	187691	+	0.9442905674137125
188047	189636	+	0.8559896973084807
192178	189698	-	0.429507982087177
192990	193961	+	0.429507982087177
194550	198014	+	0.38927440321376217
198652	198269	-	1.0516621198224925
200872	199088	-	0.5405683813627028
202024	201395	-	0.739937160697497
202351	205524	+	0.5405683813627028
206627	205593	-	-0.18442457113742744
207851	206880	-	0.4980268639498753
210882	208231	-	0.15978044403676914
212288	214417	+	0.04350163863658642
215952	214837	-	1.2672222027972273
218003	219796	+	1.0494686762643
222110	220990	-	-0.2270689085459212
223375	228717	+	-0.2270689085459212
229958	228822	-	0.17859730345676314
230231	230942	+	0.597240830499593
231428	235315	+	0.17859730345676314
237393	235498	-	0.5745458847758179
238931	240049	+	0.5745458847758179
242310	240244	-	-0.09163047546556824
243429	244400	+	-0.09163047546556824
245962	244496	-	0.8919402541425471
247531	246455	-	0.3923174227787603
248357	248839	+	0.5436217053402566
250560	249013	-	1.15754127698648
252478	254559	+	0.3242720353556614
256262	254976	-	-0.3965174113080459
256580	258052	+	0.5625946876927018
258452	259330	+	-0.1401776580482603
261818	259569	-	0.4250215878514659
262926	263609	+	0.267480310864986
264266	263943	-	0.6913687277260956
264133	264379	+	0.5065358537643401
265864	264566	-	0.42833432189230164
267967	267032	-	1.3265008246771863
270679	268985	-	0.3571565831983439
272520	275276	+	0.18057224564182084
275527	275598	+	1.0588936890535687
276362	279937	+	1.2653445665209948
280230	281669	+	0.28662122615140984
282299	283918	+	0.8400590871303097
284268	285728	+	0.11547721741993588
286259	289576	+	0.2250665556347733
290448	289747	-	0.20163386116965043
290834	291757	+	0.7045441164738286
292181	292840	+	0.20163386116965043
295541	298726	+	-0.5484366246960422
299668	299021	-	0.8943898120394012
304933	300119	-	0.6924909650256013
307805	305550	-	0.0
310240	308963	-	0.8300749985576876
312871	314814	+	0.6290176807990918
315470	318688	+	0.8809473283562368
319139	319699	+	1.513527362678207
324252	319894	-	0.0
325048	325698	+	0.44745897697122117
326988	325879	-	0.07400058144377678
330883	327833	-	1.1183199671887611
335209	331868	-	-0.2672838788351516
335869	336387	+	0.6780719051126378
339247	337133	-	0.3837865652944041
342835	340079	-	0.9040309414692781
343866	343363	-	-0.08572987402588397
345689	345057	-	0.6493129121312138
346786	347866	+	0.6493129121312138
349430	348369	-	0.3486644773594901
351171	349789	-	0.8773807133360444
351476	352723	+	0.39348135591239636
353235	354011	+	1.3159043072595926
354696	354923	+	0.7808827106964132
356929	355469	-	0.7964666059148681
359812	358028	-	0.5240802585741339
360146	361096	+	0.7218133689336592
361610	362464	+	0.5240802585741339
363008	364930	+	1.0433274316641006
365510	365402	-	2.0978473233981445
365892	366824	+	1.9698571267773186
369952	367226	-	1.3137772537664982
371550	370798	-	-0.09310940439148148
374599	372896	-	1.0813883268406548
375421	375924	+	1.6724253419714956
378525	376258	-	0.9269365378102766
379229	378876	-	0.14852252471008814
379330	382389	+	0.9411063109464315
383068	385404	+	0.22012581436450301
386889	385570	-	0.28379296600059134
388383	389924	+	0.28379296600059134
392405	390249	-	-0.05714390710360874
393879	396170	+	-0.05714390710360874
396935	396363	-	0.9679387907677015
399084	397504	-	0.5264364241147007
400466	399519	-	1.15200309344505
402047	400977	-	1.5408399474888486
402954	402836	-	1.5408399474888486
403983	403020	-	0.3625700793847084
406126	404144	-	0.5434432312828893
407211	407139	-	1.2806070352817436
408152	408223	+	1.6211826886339094
408842	410977	+	1.2806070352817436
411500	413152	+	-0.15842936260448293
414764	413376	-	0.06529146025171916
421239	415927	-	0.7419318470595554
424078	421718	-	0.9462287435590192
426386	428641	+	0.1040230645432283
430669	431721	+	0.0
432221	432661	+	0.7089512179966095
433615	432932	-	0.39157852645485486
435706	434012	-	0.3013807174832766
436054	436983	+	0.025995208532944358
440059	437162	-	0.28379296600059134
441149	442099	+	0.19793937761190883
442618	442965	+	0.4956951626240688
443571	444536	+	0.38627850629742
447584	444732	-	0.45500390659648854
450968	448089	-	0.38090481435969786
453182	451365	-	0.09868427485940695
455520	454297	-	0.8996950942043147
456307	456011	-	0.3016556998611012
458822	458085	-	0.01072640659305833
459677	462151	+	0.45456586346548133
463771	462671	-	0.3605897152564673
468750	464641	-	1.0868048275372728
470015	470545	+	1.0868048275372728
472650	470710	-	0.4222330006830478
474854	473085	-	0.7251401587694166
475444	475115	-	0.5193741590935794
475982	475728	-	0.6364092661398323
476392	477126	+	0.5193741590935794
479104	477815	-	0.11973924427409545
480054	479605	-	-0.010806754956582863
482603	480906	-	0.5074015174275034
484864	483230	-	0.0881309102786652
485461	485923	+	1.0370893187352201
486477	486404	-	1.1645717669481057
486778	487911	+	1.1851595151374728
488492	487974	-	0.4556794837761897
489447	488794	-	0.5008982359326817
489785	490885	+	0.4556794837761897
493867	491024	-	0.24207478719814776
494955	494671	-	-0.2995602818589078
496586	496008	-	0.5949465892937784
498913	497360	-	0.6974372299795688
500204	500491	+	0.6974372299795688
501279	503951	+	0.8611722953026832
505084	504344	-	0.12858420606141283
507183	505531	-	-0.24643789530309898
510572	508557	-	0.5945485495503543
512911	511175	-	0.6018363192855523
515833	514769	-	-0.15947821400719653
518000	516813	-	-0.23537806293092844
520095	521696	+	0.5908873346782616
524050	522026	-	0.8073549220576041
524170	524448	+	0.523561956057013
527250	524827	-	-0.2040138920215933
529618	528776	-	0.4854268271702417
533711	531450	-	0.6072611678299307
534171	534620	+	0.3525164147207852
537072	537842	+	1.2088140148359074
539098	538517	-	0.43609911480667357
540838	539441	-	0.10309349296410371
544755	541468	-	0.7894330140603417
549833	547617	-	0.46855300860584564
552266	551640	-	0.40690961839544343
553681	552809	-	-0.3833286395515056
557656	558291	+	0.5272470028648688
560227	558635	-	0.6432076417571098
564474	561943	-	0.7802187921200902
565237	566160	+	0.40469555505738475
566828	566616	-	0.6124432371432632
568221	567337	-	0.5753123306874369
570299	569361	-	0.2630344058337938
571868	572834	+	0.2630344058337938
573308	573145	-	0.6520766965796931
574407	573685	-	-0.17632277264046295
576662	577921	+	-0.5305147166987799
578746	579078	+	0.8975527310291823
580874	579261	-	0.9458442299530947
581306	581530	+	0.8073549220576041
583036	581690	-	0.5945485495503543
583297	583713	+	0.5719063478957098
584454	585353	+	0.5945485495503543
587204	585585	-	0.5981378894688895
587971	588246	+	1.4150374992788437
589050	591095	+	1.468448491994731
591492	591563	+	1.0326661889203221
592179	596135	+	1.1384819537914312
596704	597597	+	1.1844245711374275
598357	602343	+	0.210035214816465
603215	602454	-	-0.7625006862733439
605629	603668	-	0.5397332467281585
607817	612073	+	0.34482849699744117
613168	612827	-	1.5109619192773796
615498	617417	+	0.19052190604942584
618925	620898	+	-0.2479275134435856
621630	621136	-	0.1975999598851607
622068	622394	+	0.4432343911094959
622994	624763	+	0.1975999598851607
625968	627198	+	1.0356239097307212
627875	627757	-	1.7992498724205488
628181	629131	+	1.4374053123072985
629658	630311	+	0.6594124498810375
631430	630714	-	0.2630344058337938
634060	631859	-	0.11547721741993588
634825	634475	-	1.1599958841985807
639675	635311	-	0.28330680086005505
642332	640320	-	1.4001795405517308
643070	642819	-	1.3425547454773201
643340	645166	+	1.4001795405517308
646889	645915	-	0.9593580155026541
647706	648254	+	0.6374299206152918
648943	649215	+	0.6120743463383976
650668	649676	-	0.5352094655240565
654152	651033	-	0.7024560637395968
654936	656915	+	0.7024560637395968
657896	659986	+	0.5228407888133587
660580	662196	+	0.3196179342001613
663513	662371	-	-0.07594885323329863
665981	663828	-	0.24366908096686266
666740	666279	-	0.47022041454815244
667930	667115	-	0.6129768768907528
668453	669628	+	0.47022041454815244
670962	669967	-	-0.09114788805819526
673014	671395	-	0.509674373416919
673267	674301	+	0.7428421605028755
675253	674681	-	0.3423921974470779
675689	677353	+	0.8179396726987702
677574	677502	-	1.5260688116675878
684206	677640	-	0.38332863955150565
678603	677640	-	0.6280312226130421
681330	678730	-	0.714842783268066
683243	682419	-	0.07447821595927652
684206	683243	-	0.38332863955150565
684868	685831	+	0.052088511148454274
686787	687748	+	-0.19669191100509784
689226	688189	-	1.0899813668376657
690402	689815	-	1.200987057733177
693448	690620	-	0.7075491061894714
694198	693722	-	0.0
694466	696322	+	0.7075491061894714
698290	696455	-	0.6119295483214257
698805	700322	+	0.7067077730735254
703104	700555	-	0.5753123306874369
704093	706420	+	0.5753123306874369
707764	706598	-	0.7369655941662062
710267	708261	-	-0.008878151346452775
711001	712326	+	-0.008878151346452775
713559	712588	-	0.4150374992788437
713742	714068	+	0.524661990453342
714360	714971	+	0.4150374992788437
715354	716079	+	0.5508142783093104
716580	720413	+	0.18947779886371283
722157	720895	-	1.0378681855904432
724472	722781	-	0.4274212237346763
725540	725259	-	0.6123389396524613
728351	729127	+	0.13124453327825272
730566	729919	-	0.09432738254815311
732457	734019	+	-0.4066252594626437
735797	734157	-	-1.1404812235498305
736112	738169	+	0.8930847960834882
738885	741752	+	0.2503233540842398
742117	743142	+	0.8667334691365357
743908	743387	-	0.37036844994511553
744599	746395	+	0.04141992737998078
747394	746594	-	0.2801079191927352
747754	747990	+	0.5128127149653208
748964	748236	-	0.8462905846045469
750276	749305	-	1.4578505828178168
751125	750667	-	0.4652232564470606
751908	751633	-	0.5716656781076983
752176	754131	+	0.4652232564470606
756230	754263	-	0.42592581542158
757867	756917	-	0.5379650211839867
760634	758811	-	-0.31463560232100624
761662	762111	+	-0.31463560232100624
763185	767921	+	1.1912986522348794
768772	770649	+	0.13070369164459378
774429	770779	-	0.0
775835	775053	-	1.052256237131424
776549	777007	+	0.7916827638752749
778170	777496	-	0.9010849739273127
779803	778823	-	0.5559000351186936
779962	780405	+	0.8850642331553402
780689	781840	+	0.5559000351186936
782344	783993	+	0.38970620932222244
785018	784203	-	0.6291623046316913
785329	786255	+	0.22826898767311735
788778	786394	-	1.1202942337177118
791788	789119	-	0.6280312226130421
792588	793943	+	0.5893676798411575
794384	795355	+	0.47732177753318644
796931	795459	-	0.7729310914540788
799223	797481	-	0.2148508723238287
802285	800333	-	0.2560139781560214
802604	804190	+	0.4818690077570526
804376	804519	+	1.8622168570921223
805652	804969	-	0.5405683813627028
808355	811147	+	-0.061400544664143256
813682	811931	-	0.5208321633014406
816533	814956	-	0.33390073655343844
822078	820669	-	0.8445454813660208
823682	822798	-	0.425606740989031
827584	824549	-	0.883746931504152
829305	828730	-	0.632695111505258
833842	829778	-	0.8027676525619524
834413	835021	+	0.2988444817743212
838369	835307	-	-0.01367493689707654
839448	846449	+	-0.01367493689707654
849133	846590	-	-0.201047518938093
850923	852752	+	-0.10579466402259677
852991	853635	+	0.5803752312255044
854562	853693	-	0.3857836943037298
855763	856866	+	0.40053792958372886
858788	857016	-	1.6291096044055384
859660	859573	-	1.6291096044055384
860266	861351	+	1.6291096044055384
863086	861773	-	0.551241882877155
865891	864422	-	0.41153155577730843
867382	867894	+	0.751179453385907
869367	868327	-	0.3726588970082921
870579	869750	-	0.08406426478847455
871813	873148	+	0.9188632372745945
873865	874680	+	1.2459102280425849
875195	877957	+	0.316672369435867
878291	880024	+	0.21572869105543727
880312	881451	+	0.5737352452979021
881783	881448	-	0.37321732358421683
883119	882028	-	0.27665401512292176
883653	883468	-	1.9208297865663924
885374	887011	+	2.3490333250499607
887666	889969	+	0.620882074976099
890898	890158	-	0.5355964234001765
891248	892996	+	0.6876156777835086
893614	894903	+	0.6035781788885032
896159	897157	+	0.6014506235097251
897513	897621	+	2.7176319181062367
898735	900093	+	0.07800251200127317
900336	900264	-	1.3482622427008248
906454	902228	-	0.3170292954745232
908601	907330	-	0.25375659224578306
910503	910246	-	1.0554951125917038
914414	910788	-	0.32192809488736235
916813	915515	-	-0.058893689053568565
918130	917738	-	0.5134714583501865
918731	919138	+	0.7344760421405083
919676	919350	-	0.6597710883696938
920241	921407	+	0.792999629080534
921683	921913	+	0.921612101315284
923222	922035	-	-0.31602749344767805
924479	925258	+	0.014355292977070055
927521	925599	-	0.4150374992788437
930351	934622	+	-0.6430654552847245
935346	935969	+	0.6139415676929221
937230	939389	+	0.0730634621897234
940464	939502	-	0.42592581542158
